respondent_id,has_seen_any_star_wars_film,has_seen_any_star_wars_film_binary,is_star_wars_fan,is_star_wars_fan_binary,fan_segment,total_movies_seen,movie_consumption_segment,has_complete_movie_ranking,which_character_shot_first,is_familiar_with_expanded_universe,is_familiar_with_expanded_universe_binary,is_expanded_universe_fan,is_expanded_universe_fan_binary,is_star_trek_fan,is_star_trek_fan_binary,gender,age,household_income,education,location_census_region,has_demographic_info,average_character_opinion_score
3290749764.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,yes,1.0,yes,1.0,male,45-60,"$150,000+",graduate degree,middle atlantic,1,1.0
3290749229.0,yes,1,no,0.0,not_fan,1,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,male,45-60,"$0 - $24,999",some college or associate degree,east north central,1,2.0
3290746853.0,yes,1,no,0.0,not_fan,2,low_consumption,1,han,yes,1.0,yes,1.0,yes,1.0,female,45-60,"$0 - $24,999",bachelor degree,south atlantic,1,0.4166666666666667
3290744027.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290741994.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,yes,1.0,yes,1.0,yes,1.0,male,30-44,,some college or associate degree,mountain,1,0.7857142857142857
3290741405.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,no,0.0,,,yes,1.0,female,45-60,"$100,000 - $149,999",bachelor degree,pacific,1,1.3571428571428572
3290740448.0,yes,1,yes,1.0,fan,6,high_consumption,1,i don't understand this question,no,0.0,,,yes,1.0,female,45-60,"$150,000+",bachelor degree,mountain,1,0.7142857142857143
3290739967.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,no,0.0,no,0.0,female,45-60,,high school degree,west north central,1,1.8571428571428572
3290739235.0,yes,1,no,0.0,not_fan,2,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,45-60,"$150,000+",bachelor degree,south atlantic,1,0.5555555555555556
3290738262.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,> 60,"$25,000 - $49,999",high school degree,east south central,1,
3290737104.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,male,30-44,"$0 - $24,999",some college or associate degree,east north central,1,
3290736072.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,yes,1.0,yes,1.0,no,0.0,male,45-60,"$150,000+",bachelor degree,pacific,1,1.1428571428571428
3290734874.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,no,0.0,male,18-29,"$25,000 - $49,999",bachelor degree,west south central,1,1.0
3290733932.0,yes,1,no,0.0,not_fan,1,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,male,45-60,"$25,000 - $49,999",bachelor degree,pacific,1,1.0
3290733316.0,yes,1,yes,1.0,fan,5,high_consumption,1,han,no,0.0,,,yes,1.0,female,45-60,"$25,000 - $49,999",bachelor degree,east north central,1,0.5384615384615384
3290732383.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,no,0.0,,,no,0.0,male,30-44,"$50,000 - $99,999",high school degree,mountain,1,0.5714285714285714
3290727763.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,no,0.0,male,30-44,"$100,000 - $149,999",graduate degree,east north central,1,1.0714285714285714
3290726075.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,no,0.0,,,yes,1.0,female,> 60,"$50,000 - $99,999",some college or associate degree,new england,1,1.1428571428571428
3290719847.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290718359.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290717899.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,no,0.0,,,yes,1.0,male,45-60,"$150,000+",bachelor degree,east north central,1,1.0714285714285714
3290717372.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,45-60,"$25,000 - $49,999",graduate degree,east south central,1,
3290714941.0,yes,1,no,0.0,not_fan,6,high_consumption,1,han,no,0.0,,,no,0.0,male,30-44,"$0 - $24,999",high school degree,west south central,1,1.0
3290714484.0,yes,1,yes,1.0,fan,5,high_consumption,1,i don't understand this question,yes,1.0,no,0.0,yes,1.0,male,45-60,"$100,000 - $149,999",bachelor degree,west north central,1,0.6428571428571429
3290714430.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,male,45-60,"$0 - $24,999",some college or associate degree,west south central,1,
3290714378.0,yes,1,yes,1.0,fan,6,high_consumption,1,i don't understand this question,no,0.0,,,yes,1.0,female,> 60,"$50,000 - $99,999",graduate degree,mountain,1,1.1428571428571428
3290712204.0,yes,1,no,0.0,not_fan,3,medium_consumption,1,greedo,no,0.0,,,no,0.0,male,45-60,"$100,000 - $149,999",high school degree,east north central,1,1.1428571428571428
3290711898.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,male,18-29,"$25,000 - $49,999",bachelor degree,west south central,1,
3290711882.0,yes,1,no,0.0,not_fan,2,low_consumption,1,han,no,0.0,,,yes,1.0,female,18-29,,some college or associate degree,south atlantic,1,1.1428571428571428
3290711757.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290711487.0,yes,1,no,0.0,not_fan,2,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,male,30-44,"$100,000 - $149,999",bachelor degree,east north central,1,1.0
3290711262.0,yes,1,no,0.0,not_fan,3,medium_consumption,1,i don't understand this question,yes,1.0,no,0.0,no,0.0,female,45-60,"$50,000 - $99,999",some college or associate degree,west north central,1,-1.5
3290708664.0,yes,1,no,0.0,not_fan,2,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,> 60,"$0 - $24,999",bachelor degree,south atlantic,1,1.0
3290707402.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290706716.0,yes,1,no,0.0,not_fan,4,medium_consumption,1,i don't understand this question,no,0.0,,,no,0.0,male,> 60,"$100,000 - $149,999",bachelor degree,west south central,1,1.5
3290706611.0,yes,1,no,0.0,not_fan,2,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,18-29,"$25,000 - $49,999",graduate degree,south atlantic,1,0.8461538461538461
3290703210.0,yes,1,no,0.0,not_fan,5,high_consumption,1,han,no,0.0,,,no,0.0,male,30-44,"$25,000 - $49,999",bachelor degree,mountain,1,-0.07142857142857142
3290701442.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290700285.0,yes,1,yes,1.0,fan,6,high_consumption,1,,,,,,,,,,,,,0,2.0
3290700214.0,yes,1,no,0.0,not_fan,1,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,> 60,"$25,000 - $49,999",some college or associate degree,mountain,1,2.0
3290700030.0,yes,1,yes,1.0,fan,4,medium_consumption,1,han,no,0.0,,,yes,1.0,male,30-44,"$0 - $24,999",some college or associate degree,south atlantic,1,1.0
3290699410.0,yes,1,yes,1.0,fan,6,high_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,45-60,,bachelor degree,pacific,1,1.2142857142857142
3290695784.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,no,0.0,,,yes,1.0,female,45-60,"$100,000 - $149,999",graduate degree,pacific,1,0.35714285714285715
3290695316.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290694269.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,> 60,"$50,000 - $99,999",bachelor degree,west south central,1,
3290693095.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290692020.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,> 60,"$50,000 - $99,999",some college or associate degree,mountain,1,
3290691758.0,yes,1,yes,1.0,fan,6,high_consumption,1,i don't understand this question,yes,1.0,no,0.0,no,0.0,male,18-29,"$0 - $24,999",graduate degree,west south central,1,2.0
3290689343.0,yes,1,no,0.0,not_fan,1,low_consumption,1,greedo,no,0.0,,,no,0.0,male,45-60,"$50,000 - $99,999",high school degree,east north central,1,0.7142857142857143
3290687981.0,yes,1,yes,1.0,fan,6,high_consumption,1,,,,,,,,,,,,,0,0.5384615384615384
3290687830.0,yes,1,yes,1.0,fan,6,high_consumption,0,han,no,0.0,,,yes,1.0,male,30-44,"$100,000 - $149,999",bachelor degree,middle atlantic,1,1.3076923076923077
3290686887.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,> 60,"$150,000+",bachelor degree,pacific,1,
3290686362.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,18-29,"$50,000 - $99,999",bachelor degree,west north central,1,
3290685885.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290684868.0,yes,1,no,0.0,not_fan,6,high_consumption,1,han,no,0.0,,,no,0.0,male,30-44,"$50,000 - $99,999",graduate degree,mountain,1,0.7142857142857143
3290684287.0,yes,1,yes,1.0,fan,6,high_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,45-60,"$100,000 - $149,999",graduate degree,east north central,1,1.6428571428571428
3290681574.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290678952.0,yes,1,no,0.0,not_fan,1,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,male,30-44,"$100,000 - $149,999",graduate degree,west south central,1,0.7142857142857143
3290678515.0,yes,1,yes,1.0,fan,5,high_consumption,1,han,no,0.0,,,yes,1.0,female,45-60,"$50,000 - $99,999",graduate degree,east north central,1,1.2142857142857142
3290676695.0,yes,1,yes,1.0,fan,1,low_consumption,1,i don't understand this question,yes,1.0,no,0.0,no,0.0,male,45-60,"$25,000 - $49,999",some college or associate degree,mountain,1,1.3076923076923077
3290674534.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,18-29,,high school degree,middle atlantic,1,
3290667297.0,yes,1,no,0.0,not_fan,1,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,male,> 60,"$50,000 - $99,999",some college or associate degree,west north central,1,0.0
3290664543.0,yes,1,no,0.0,not_fan,4,medium_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,18-29,"$25,000 - $49,999",some college or associate degree,pacific,1,1.1428571428571428
3290664463.0,yes,1,yes,1.0,fan,4,medium_consumption,1,greedo,yes,1.0,no,0.0,yes,1.0,male,45-60,"$50,000 - $99,999",bachelor degree,east south central,1,1.2307692307692308
3290664069.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290662118.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,yes,1.0,no,0.0,male,30-44,"$150,000+",graduate degree,east north central,1,0.8571428571428571
3290661650.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,no,0.0,yes,1.0,male,18-29,"$150,000+",bachelor degree,middle atlantic,1,0.7142857142857143
3290661587.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290661135.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,yes,1.0,no,0.0,no,0.0,male,30-44,"$50,000 - $99,999",bachelor degree,mountain,1,1.1428571428571428
3290659818.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,yes,1.0,yes,1.0,male,30-44,"$50,000 - $99,999",bachelor degree,east north central,1,0.9285714285714286
3290659314.0,yes,1,yes,1.0,fan,3,medium_consumption,1,i don't understand this question,no,0.0,,,yes,1.0,male,30-44,"$0 - $24,999",graduate degree,south atlantic,1,1.2857142857142858
3290655784.0,yes,1,no,0.0,not_fan,3,medium_consumption,1,i don't understand this question,no,0.0,,,no,0.0,male,45-60,"$100,000 - $149,999",some college or associate degree,south atlantic,1,0.6428571428571429
3290654597.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,yes,1.0,male,45-60,,graduate degree,east north central,1,1.6428571428571428
3290652558.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,45-60,"$50,000 - $99,999",bachelor degree,west north central,1,
3290651085.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290650590.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,no,0.0,,,no,0.0,female,18-29,,bachelor degree,middle atlantic,1,0.5714285714285714
3290644326.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290640323.0,yes,1,no,0.0,not_fan,3,medium_consumption,1,greedo,no,0.0,,,no,0.0,male,30-44,"$0 - $24,999",bachelor degree,pacific,1,0.9090909090909091
3290638529.0,yes,1,no,0.0,not_fan,6,high_consumption,1,han,no,0.0,,,no,0.0,male,45-60,"$25,000 - $49,999",bachelor degree,east north central,1,0.0
3290634681.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290631608.0,yes,1,no,0.0,not_fan,3,medium_consumption,1,greedo,yes,1.0,no,0.0,no,0.0,female,45-60,,,west south central,1,0.0
3290630470.0,yes,1,no,0.0,not_fan,3,medium_consumption,1,greedo,no,0.0,,,no,0.0,female,> 60,"$150,000+",graduate degree,east south central,1,1.2857142857142858
3290630282.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,no,0.0,,,no,0.0,male,> 60,"$25,000 - $49,999",some college or associate degree,mountain,1,1.3571428571428572
3290628419.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290627850.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,no,0.0,,,yes,1.0,male,45-60,"$100,000 - $149,999",bachelor degree,pacific,1,1.2857142857142858
3290627681.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,yes,1.0,male,45-60,"$100,000 - $149,999",graduate degree,east north central,1,1.2142857142857142
3290626609.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,male,45-60,"$25,000 - $49,999",some college or associate degree,south atlantic,1,
3290625814.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290624447.0,yes,1,yes,1.0,fan,5,high_consumption,1,han,yes,1.0,no,0.0,yes,1.0,male,45-60,"$50,000 - $99,999",some college or associate degree,pacific,1,1.3571428571428572
3290620991.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,no,0.0,,,yes,1.0,male,45-60,"$25,000 - $49,999",some college or associate degree,east north central,1,0.5
3290617461.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,yes,1.0,male,45-60,"$150,000+",graduate degree,south atlantic,1,1.6428571428571428
3290611875.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,no,0.0,yes,1.0,male,45-60,"$100,000 - $149,999",bachelor degree,south atlantic,1,1.0714285714285714
3290611716.0,yes,1,no,0.0,not_fan,3,medium_consumption,1,han,no,0.0,,,no,0.0,male,45-60,"$100,000 - $149,999",bachelor degree,west north central,1,0.5555555555555556
3290602490.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290601892.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,no,0.0,male,30-44,"$50,000 - $99,999",some college or associate degree,new england,1,0.42857142857142855
3290601518.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,30-44,"$0 - $24,999",graduate degree,east north central,1,
3290600680.0,yes,1,yes,1.0,fan,4,medium_consumption,1,han,no,0.0,,,yes,1.0,female,45-60,"$150,000+",bachelor degree,middle atlantic,1,0.5714285714285714
3290600559.0,yes,1,yes,1.0,fan,2,low_consumption,1,han,no,0.0,,,yes,1.0,female,> 60,,high school degree,south atlantic,1,0.9285714285714286
3290600057.0,yes,1,yes,1.0,fan,1,low_consumption,1,greedo,no,0.0,,,yes,1.0,female,30-44,"$25,000 - $49,999",graduate degree,west south central,1,0.6923076923076923
3290598307.0,yes,1,no,0.0,not_fan,4,medium_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,45-60,"$100,000 - $149,999",some college or associate degree,east south central,1,1.4
3290597099.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,yes,1.0,no,0.0,female,30-44,"$100,000 - $149,999",bachelor degree,east north central,1,1.7142857142857142
3290593953.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,no,0.0,yes,1.0,male,30-44,"$50,000 - $99,999",bachelor degree,pacific,1,1.1428571428571428
3290582716.0,yes,1,no,0.0,not_fan,2,low_consumption,1,i don't understand this question,no,0.0,,,yes,1.0,female,45-60,"$100,000 - $149,999",graduate degree,south atlantic,1,0.23076923076923078
3290572568.0,yes,1,no,0.0,not_fan,2,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,male,45-60,"$25,000 - $49,999",high school degree,south atlantic,1,0.21428571428571427
3290572073.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,no,0.0,yes,1.0,male,30-44,"$50,000 - $99,999",bachelor degree,south atlantic,1,1.5714285714285714
3290569001.0,yes,1,yes,1.0,fan,4,medium_consumption,1,han,no,0.0,,,yes,1.0,male,> 60,"$25,000 - $49,999",some college or associate degree,middle atlantic,1,1.2142857142857142
3290568339.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,no,0.0,,,yes,1.0,male,18-29,"$50,000 - $99,999",some college or associate degree,pacific,1,0.5714285714285714
3290565779.0,yes,1,yes,1.0,fan,4,medium_consumption,1,greedo,no,0.0,,,no,0.0,male,30-44,"$50,000 - $99,999",some college or associate degree,west south central,1,1.4615384615384615
3290565768.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,yes,1.0,no,0.0,male,18-29,"$0 - $24,999",high school degree,new england,1,1.9285714285714286
3290565487.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290561583.0,yes,1,yes,1.0,fan,4,medium_consumption,1,han,no,0.0,,,yes,1.0,male,45-60,"$150,000+",graduate degree,pacific,1,1.5714285714285714
3290561192.0,yes,1,yes,1.0,fan,5,high_consumption,1,greedo,no,0.0,,,yes,1.0,female,30-44,"$50,000 - $99,999",bachelor degree,west south central,1,1.4285714285714286
3290555153.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,male,18-29,"$150,000+",bachelor degree,west south central,1,
3290553558.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290552963.0,yes,1,no,0.0,not_fan,6,high_consumption,1,han,no,0.0,,,yes,1.0,male,18-29,"$50,000 - $99,999",bachelor degree,new england,1,0.6428571428571429
3290551809.0,yes,1,no,0.0,not_fan,3,medium_consumption,1,han,no,0.0,,,no,0.0,male,30-44,"$150,000+",bachelor degree,pacific,1,1.3076923076923077
3290547819.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,18-29,"$0 - $24,999",bachelor degree,middle atlantic,1,
3290544886.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,yes,1.0,female,> 60,"$150,000+",bachelor degree,pacific,1,
3290544865.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,no,0.0,yes,1.0,male,45-60,"$50,000 - $99,999",some college or associate degree,pacific,1,1.7692307692307692
3290544012.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290539653.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,yes,1.0,no,0.0,yes,1.0,female,18-29,"$0 - $24,999",some college or associate degree,east north central,1,1.1428571428571428
3290538433.0,yes,1,yes,1.0,fan,3,medium_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,30-44,"$25,000 - $49,999",bachelor degree,new england,1,1.0909090909090908
3290536294.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,30-44,"$100,000 - $149,999",high school degree,new england,1,
3290532429.0,yes,1,yes,1.0,fan,6,high_consumption,1,i don't understand this question,no,0.0,,,no,0.0,male,18-29,"$50,000 - $99,999",graduate degree,pacific,1,0.75
3290531735.0,yes,1,yes,1.0,fan,4,medium_consumption,1,greedo,no,0.0,,,yes,1.0,male,45-60,"$50,000 - $99,999",graduate degree,west south central,1,1.6153846153846154
3290526356.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,18-29,"$25,000 - $49,999",some college or associate degree,east north central,1,
3290525782.0,yes,1,no,0.0,not_fan,1,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,45-60,"$100,000 - $149,999",graduate degree,south atlantic,1,1.625
3290524413.0,yes,1,no,0.0,not_fan,2,low_consumption,1,i don't understand this question,no,0.0,,,yes,1.0,male,30-44,"$0 - $24,999",some college or associate degree,east north central,1,0.5714285714285714
3290519884.0,yes,1,yes,1.0,fan,4,medium_consumption,1,han,yes,1.0,yes,1.0,yes,1.0,male,45-60,,bachelor degree,mountain,1,0.9230769230769231
3290515688.0,yes,1,yes,1.0,fan,3,medium_consumption,1,i don't understand this question,no,0.0,,,yes,1.0,female,45-60,,graduate degree,pacific,1,1.8888888888888888
3290511533.0,yes,1,no,0.0,not_fan,6,high_consumption,1,han,yes,1.0,no,0.0,yes,1.0,male,> 60,,bachelor degree,south atlantic,1,1.4285714285714286
3290506830.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,no,0.0,female,30-44,,graduate degree,mountain,1,0.6428571428571429
3290506333.0,yes,1,no,0.0,not_fan,3,medium_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,45-60,,bachelor degree,pacific,1,1.0909090909090908
3290505081.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,yes,1.0,yes,1.0,yes,1.0,female,18-29,"$0 - $24,999",some college or associate degree,south atlantic,1,0.42857142857142855
3290500457.0,yes,1,yes,1.0,fan,3,medium_consumption,1,han,no,0.0,,,yes,1.0,male,45-60,"$100,000 - $149,999",some college or associate degree,south atlantic,1,1.0
3290499954.0,yes,1,no,0.0,not_fan,6,high_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,30-44,"$25,000 - $49,999",some college or associate degree,middle atlantic,1,1.2727272727272727
3290499953.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290496822.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,no,0.0,female,30-44,,bachelor degree,west north central,1,1.3571428571428572
3290491807.0,yes,1,yes,1.0,fan,3,medium_consumption,1,han,no,0.0,,,yes,1.0,,,,,,0,1.0
3290477551.0,yes,1,yes,1.0,fan,5,high_consumption,1,greedo,no,0.0,,,yes,1.0,male,> 60,,some college or associate degree,east north central,1,1.8333333333333333
3290475079.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,male,> 60,"$100,000 - $149,999",bachelor degree,south atlantic,1,
3290474953.0,yes,1,no,0.0,not_fan,6,high_consumption,1,han,no,0.0,,,no,0.0,male,> 60,,graduate degree,west south central,1,0.5
3290471553.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,yes,1.0,yes,1.0,male,45-60,"$0 - $24,999",bachelor degree,new england,1,1.8571428571428572
3290467062.0,yes,1,yes,1.0,fan,5,high_consumption,1,han,no,0.0,,,yes,1.0,male,30-44,"$0 - $24,999",bachelor degree,new england,1,0.7142857142857143
3290467000.0,yes,1,no,0.0,not_fan,1,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,45-60,"$50,000 - $99,999",graduate degree,east north central,1,0.75
3290464481.0,yes,1,yes,1.0,fan,4,medium_consumption,1,han,no,0.0,,,yes,1.0,female,45-60,"$50,000 - $99,999",some college or associate degree,middle atlantic,1,1.0769230769230769
3290463350.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,male,45-60,"$100,000 - $149,999",high school degree,pacific,1,
3290461599.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,no,0.0,yes,1.0,male,> 60,"$50,000 - $99,999",some college or associate degree,south atlantic,1,1.2857142857142858
3290461455.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290448644.0,yes,1,no,0.0,not_fan,2,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,> 60,"$50,000 - $99,999",bachelor degree,pacific,1,1.75
3290444421.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,yes,1.0,no,0.0,yes,1.0,female,18-29,"$0 - $24,999",bachelor degree,south atlantic,1,0.6428571428571429
3290439063.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,yes,1.0,yes,1.0,male,18-29,"$25,000 - $49,999",some college or associate degree,south atlantic,1,0.35714285714285715
3290437717.0,yes,1,no,0.0,not_fan,3,medium_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,> 60,,graduate degree,pacific,1,1.8888888888888888
3290432874.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290432121.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,> 60,,some college or associate degree,east north central,1,
3290428766.0,yes,1,no,0.0,not_fan,2,low_consumption,1,han,no,0.0,,,no,0.0,female,30-44,,some college or associate degree,middle atlantic,1,1.0
3290427764.0,yes,1,yes,1.0,fan,6,high_consumption,1,i don't understand this question,yes,1.0,yes,1.0,yes,1.0,female,> 60,"$100,000 - $149,999",some college or associate degree,east south central,1,1.7142857142857142
3290426384.0,yes,1,yes,1.0,fan,6,high_consumption,1,i don't understand this question,yes,1.0,no,0.0,yes,1.0,male,45-60,"$100,000 - $149,999",bachelor degree,east north central,1,1.6153846153846154
3290426289.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290423155.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,yes,1.0,male,45-60,"$150,000+",graduate degree,west south central,1,0.5
3290421738.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,no,0.0,female,18-29,"$0 - $24,999",some college or associate degree,pacific,1,-0.14285714285714285
3290417966.0,yes,1,yes,1.0,fan,3,medium_consumption,1,i don't understand this question,no,0.0,,,yes,1.0,female,> 60,"$25,000 - $49,999",some college or associate degree,east north central,1,1.7777777777777777
3290412412.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290411058.0,yes,1,yes,1.0,fan,2,low_consumption,1,han,no,0.0,,,no,0.0,female,45-60,"$100,000 - $149,999",high school degree,east north central,1,1.8333333333333333
3290409431.0,yes,1,no,0.0,not_fan,3,medium_consumption,1,han,no,0.0,,,no,0.0,female,> 60,"$25,000 - $49,999",high school degree,east north central,1,0.7857142857142857
3290409075.0,yes,1,no,0.0,not_fan,5,high_consumption,1,i don't understand this question,no,0.0,,,no,0.0,male,45-60,"$150,000+",graduate degree,middle atlantic,1,0.7272727272727273
3290407409.0,yes,1,yes,1.0,fan,4,medium_consumption,1,greedo,no,0.0,,,no,0.0,female,18-29,"$0 - $24,999",bachelor degree,mountain,1,1.5
3290401956.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,no,0.0,yes,1.0,female,30-44,"$150,000+",bachelor degree,pacific,1,0.9230769230769231
3290398978.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,male,45-60,,graduate degree,south atlantic,1,
3290394872.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,yes,1.0,female,30-44,"$50,000 - $99,999",bachelor degree,east south central,1,1.7857142857142858
3290392454.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,yes,1.0,yes,1.0,male,45-60,,some college or associate degree,middle atlantic,1,1.3571428571428572
3290392264.0,yes,1,no,0.0,not_fan,6,high_consumption,1,greedo,yes,1.0,no,0.0,yes,1.0,female,> 60,"$150,000+",some college or associate degree,south atlantic,1,1.2142857142857142
