respondent_id,has_seen_any_star_wars_film,is_star_wars_fan,seen_episode_i_the_phantom_menace,seen_episode_ii_attack_of_the_clones,seen_episode_iii_revenge_of_the_sith,seen_episode_iv_a_new_hope,seen_episode_v_the_empire_strikes_back,seen_episode_vi_return_of_the_jedi,rank_episode_i_the_phantom_menace,rank_episode_ii_attack_of_the_clones,rank_episode_iii_revenge_of_the_sith,rank_episode_iv_a_new_hope,rank_episode_v_the_empire_strikes_back,rank_episode_vi_return_of_the_jedi,opinion_han_solo,opinion_luke_skywalker,opinion_princess_leia_organa,opinion_anakin_skywalker,opinion_obi_wan_kenobi,opinion_emperor_palpatine,opinion_darth_vader,opinion_lando_calrissian,opinion_boba_fett,opinion_c_3po,opinion_r2_d2,opinion_jar_jar_binks,opinion_padme_amidala,opinion_yoda,which_character_shot_first,is_familiar_with_expanded_universe,is_expanded_universe_fan,is_star_trek_fan,gender,age,household_income,education,location_census_region,total_movies_seen,has_complete_movie_ranking,opinion_score_han_solo,opinion_score_luke_skywalker,opinion_score_princess_leia_organa,opinion_score_anakin_skywalker,opinion_score_obi_wan_kenobi,opinion_score_emperor_palpatine,opinion_score_darth_vader,opinion_score_lando_calrissian,opinion_score_boba_fett,opinion_score_c_3po,opinion_score_r2_d2,opinion_score_jar_jar_binks,opinion_score_padme_amidala,opinion_score_yoda,average_character_opinion_score,has_seen_any_star_wars_film_binary,is_star_wars_fan_binary,is_familiar_with_expanded_universe_binary,is_expanded_universe_fan_binary,is_star_trek_fan_binary,movie_consumption_segment,fan_segment,has_demographic_info
3290149698.0,yes,yes,1,1,1,1,1,1,5.0,4.0,6.0,3.0,2.0,1.0,very favorably,very favorably,very favorably,very favorably,very favorably,neither favorably nor unfavorably (neutral),very favorably,very favorably,somewhat favorably,,,neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),very favorably,greedo,no,,no,female,30-44,"$0 - $24,999",graduate degree,south atlantic,6,1,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,,,0.0,0.0,2.0,1.4166666666666667,1,1.0,0.0,,0.0,high_consumption,fan,1
3290148834.0,yes,no,0,0,1,0,0,1,3.0,4.0,1.0,5.0,6.0,2.0,neither favorably nor unfavorably (neutral),somewhat favorably,somewhat favorably,somewhat favorably,somewhat favorably,unfamiliar (n/a),somewhat favorably,unfamiliar (n/a),unfamiliar (n/a),somewhat favorably,somewhat favorably,very favorably,very favorably,somewhat favorably,i don't understand this question,no,,no,female,18-29,"$25,000 - $49,999",some college or associate degree,pacific,2,1,0.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,2.0,2.0,1.0,1.0909090909090908,1,0.0,0.0,,0.0,low_consumption,not_fan,1
3290145517.0,yes,yes,1,1,1,1,1,1,4.0,6.0,5.0,1.0,2.0,3.0,very favorably,very favorably,very favorably,somewhat favorably,very favorably,neither favorably nor unfavorably (neutral),very favorably,unfamiliar (n/a),unfamiliar (n/a),very favorably,very favorably,very favorably,somewhat favorably,very favorably,i don't understand this question,no,,yes,male,45-60,"$50,000 - $99,999",bachelor degree,east north central,6,1,2.0,2.0,2.0,1.0,2.0,0.0,2.0,,,2.0,2.0,2.0,1.0,2.0,1.6666666666666667,1,1.0,0.0,,1.0,high_consumption,fan,1
3290142232.0,yes,yes,1,1,1,1,1,1,4.0,6.0,1.0,2.0,5.0,3.0,very favorably,very favorably,very favorably,somewhat favorably,very favorably,neither favorably nor unfavorably (neutral),somewhat favorably,somewhat favorably,neither favorably nor unfavorably (neutral),somewhat favorably,somewhat favorably,very unfavorably,very favorably,very favorably,han,no,,yes,male,18-29,"$50,000 - $99,999",bachelor degree,middle atlantic,6,1,2.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,-2.0,2.0,2.0,1.0714285714285714,1,1.0,0.0,,1.0,high_consumption,fan,1
3290139192.0,yes,yes,1,1,1,0,1,1,1.0,2.0,3.0,6.0,4.0,5.0,very favorably,very favorably,very favorably,very favorably,very favorably,somewhat unfavorably,unfamiliar (n/a),somewhat favorably,unfamiliar (n/a),very favorably,very favorably,somewhat unfavorably,very favorably,very favorably,han,yes,no,yes,male,> 60,"$50,000 - $99,999",graduate degree,mountain,5,1,2.0,2.0,2.0,2.0,2.0,-1.0,,1.0,,2.0,2.0,-1.0,2.0,2.0,1.4166666666666667,1,1.0,1.0,0.0,1.0,high_consumption,fan,1
3290137793.0,yes,yes,1,1,1,1,1,1,3.0,4.0,5.0,6.0,1.0,2.0,very favorably,very favorably,very favorably,somewhat favorably,somewhat favorably,,very unfavorably,somewhat favorably,very unfavorably,somewhat favorably,somewhat favorably,neither favorably nor unfavorably (neutral),somewhat favorably,very favorably,greedo,no,,yes,female,> 60,,some college or associate degree,east north central,6,1,2.0,2.0,2.0,1.0,1.0,,-2.0,1.0,-2.0,1.0,1.0,0.0,1.0,2.0,0.7692307692307693,1,1.0,0.0,,1.0,high_consumption,fan,1
3290128978.0,no,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,no,female,30-44,"$0 - $24,999",graduate degree,pacific,0,0,,,,,,,,,,,,,,,,0,,,,0.0,no_movies_seen,unknown,1
3290128468.0,yes,yes,1,1,0,0,0,0,1.0,2.0,3.0,4.0,5.0,6.0,very favorably,very favorably,very favorably,very favorably,very favorably,unfamiliar (n/a),very unfavorably,unfamiliar (n/a),unfamiliar (n/a),unfamiliar (n/a),very favorably,unfamiliar (n/a),unfamiliar (n/a),very favorably,i don't understand this question,no,,yes,female,> 60,"$50,000 - $99,999",graduate degree,west south central,2,1,2.0,2.0,2.0,2.0,2.0,,-2.0,,,,2.0,,,2.0,1.5,1,1.0,0.0,,1.0,low_consumption,fan,1
3290127670.0,no,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,no,female,> 60,"$50,000 - $99,999",some college or associate degree,south atlantic,0,0,,,,,,,,,,,,,,,,0,,,,0.0,no_movies_seen,unknown,1
3290125801.0,yes,no,1,1,1,0,1,0,2.0,3.0,4.0,5.0,1.0,6.0,very favorably,very favorably,very favorably,very favorably,very favorably,somewhat favorably,very favorably,somewhat favorably,somewhat favorably,very favorably,very favorably,neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),very favorably,han,yes,no,no,male,> 60,"$150,000+",graduate degree,east north central,4,1,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.5,1,0.0,1.0,0.0,0.0,medium_consumption,not_fan,1
3290125784.0,yes,yes,1,1,1,1,1,1,5.0,6.0,3.0,2.0,1.0,4.0,very favorably,very favorably,very favorably,somewhat favorably,very favorably,somewhat favorably,very favorably,somewhat favorably,neither favorably nor unfavorably (neutral),somewhat favorably,very favorably,very unfavorably,somewhat unfavorably,somewhat favorably,han,yes,no,yes,male,30-44,"$50,000 - $99,999",some college or associate degree,east north central,6,1,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,-2.0,-1.0,1.0,1.0,1,1.0,1.0,0.0,1.0,high_consumption,fan,1
3290125550.0,yes,yes,1,1,1,1,1,1,6.0,1.0,3.0,2.0,4.0,5.0,very favorably,very favorably,very favorably,very favorably,,very favorably,very favorably,very favorably,very favorably,very favorably,very favorably,very favorably,very favorably,very favorably,han,yes,yes,no,male,18-29,"$25,000 - $49,999",high school degree,east north central,6,1,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1.0,1.0,1.0,0.0,high_consumption,fan,1
3290125357.0,yes,yes,1,1,1,1,1,1,6.0,4.0,5.0,1.0,2.0,3.0,very favorably,very favorably,very favorably,very favorably,very favorably,very unfavorably,very unfavorably,somewhat favorably,somewhat unfavorably,very favorably,very favorably,somewhat favorably,very favorably,very favorably,han,no,,yes,male,30-44,"$50,000 - $99,999",high school degree,middle atlantic,6,1,2.0,2.0,2.0,2.0,2.0,-2.0,-2.0,1.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0714285714285714,1,1.0,0.0,,1.0,high_consumption,fan,1
3290124259.0,yes,no,1,0,1,1,1,1,2.0,3.0,4.0,1.0,5.0,6.0,very favorably,very favorably,very favorably,very favorably,very favorably,neither favorably nor unfavorably (neutral),very favorably,somewhat favorably,somewhat favorably,somewhat favorably,somewhat favorably,somewhat favorably,somewhat favorably,very favorably,i don't understand this question,no,,no,male,18-29,"$150,000+",high school degree,new england,5,1,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.4285714285714286,1,0.0,0.0,,0.0,high_consumption,not_fan,1
3290116629.0,no,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,no,female,> 60,,graduate degree,new england,0,0,,,,,,,,,,,,,,,,0,,,,0.0,no_movies_seen,unknown,1
3290116182.0,yes,yes,0,0,0,0,1,1,4.0,5.0,3.0,6.0,1.0,2.0,very favorably,very favorably,very favorably,very favorably,very favorably,neither favorably nor unfavorably (neutral),very favorably,neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),very favorably,very favorably,neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),very favorably,i don't understand this question,no,,yes,female,30-44,"$100,000 - $149,999",bachelor degree,mountain,2,1,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.2857142857142858,1,1.0,0.0,,1.0,low_consumption,fan,1
3290109779.0,yes,yes,1,0,0,1,1,1,4.0,5.0,6.0,1.0,2.0,3.0,very favorably,very favorably,very favorably,somewhat favorably,very favorably,neither favorably nor unfavorably (neutral),somewhat favorably,neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),somewhat favorably,somewhat favorably,somewhat unfavorably,somewhat favorably,very favorably,han,no,,no,male,30-44,"$50,000 - $99,999",some college or associate degree,pacific,4,1,2.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,-1.0,1.0,2.0,1.0,1,1.0,0.0,,0.0,medium_consumption,fan,1
3290103593.0,yes,yes,1,0,0,1,1,1,4.0,5.0,6.0,2.0,1.0,3.0,very favorably,somewhat favorably,somewhat favorably,somewhat favorably,very favorably,unfamiliar (n/a),very unfavorably,somewhat favorably,very unfavorably,somewhat favorably,somewhat favorably,very unfavorably,somewhat favorably,very favorably,greedo,no,,yes,female,45-60,"$0 - $24,999",bachelor degree,pacific,4,1,2.0,1.0,1.0,1.0,2.0,,-2.0,1.0,-2.0,1.0,1.0,-2.0,1.0,2.0,0.5384615384615384,1,1.0,0.0,,1.0,medium_consumption,fan,1
3290099797.0,yes,yes,1,1,1,1,1,1,3.0,4.0,5.0,6.0,1.0,2.0,very favorably,somewhat favorably,somewhat favorably,somewhat favorably,somewhat favorably,somewhat unfavorably,somewhat unfavorably,unfamiliar (n/a),unfamiliar (n/a),somewhat favorably,very favorably,somewhat favorably,somewhat favorably,very favorably,greedo,no,,no,female,30-44,"$100,000 - $149,999",some college or associate degree,new england,6,1,2.0,1.0,1.0,1.0,1.0,-1.0,-1.0,,,1.0,2.0,1.0,1.0,2.0,0.9166666666666666,1,1.0,0.0,,0.0,high_consumption,fan,1
3290097546.0,yes,yes,0,0,0,0,1,1,3.0,4.0,5.0,6.0,2.0,1.0,very favorably,very favorably,very favorably,somewhat favorably,very favorably,neither favorably nor unfavorably (neutral),very unfavorably,very favorably,unfamiliar (n/a),very favorably,very favorably,somewhat favorably,unfamiliar (n/a),very favorably,greedo,no,,yes,male,> 60,,graduate degree,east north central,2,1,2.0,2.0,2.0,1.0,2.0,0.0,-2.0,2.0,,2.0,2.0,1.0,,2.0,1.3333333333333333,1,1.0,0.0,,1.0,low_consumption,fan,1
3290097268.0,yes,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,1,,,,,no_movies_seen,unknown,0
3290095220.0,yes,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,1,,,,,no_movies_seen,unknown,0
3290094384.0,no,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,no,female,> 60,"$25,000 - $49,999",some college or associate degree,east north central,0,0,,,,,,,,,,,,,,,,0,,,,0.0,no_movies_seen,unknown,1
3290083352.0,yes,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,1,,,,,no_movies_seen,unknown,0
3290082468.0,no,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,no,male,30-44,"$25,000 - $49,999",bachelor degree,middle atlantic,0,0,,,,,,,,,,,,,,,,0,,,,0.0,no_movies_seen,unknown,1
3290081504.0,yes,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,1,,,,,no_movies_seen,unknown,0
3290081040.0,no,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,no,female,30-44,"$25,000 - $49,999",some college or associate degree,pacific,0,0,,,,,,,,,,,,,,,,0,,,,0.0,no_movies_seen,unknown,1
3290076587.0,no,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,no,female,45-60,"$25,000 - $49,999",high school degree,west south central,0,0,,,,,,,,,,,,,,,,0,,,,0.0,no_movies_seen,unknown,1
3290071379.0,no,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,no,female,> 60,"$50,000 - $99,999",some college or associate degree,new england,0,0,,,,,,,,,,,,,,,,0,,,,0.0,no_movies_seen,unknown,1
3290070395.0,yes,no,1,1,1,1,1,1,6.0,4.0,5.0,3.0,2.0,1.0,very favorably,very favorably,very favorably,somewhat favorably,very favorably,neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),very favorably,neither favorably nor unfavorably (neutral),very favorably,very favorably,neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),very favorably,greedo,yes,no,no,female,> 60,"$50,000 - $99,999",some college or associate degree,west south central,6,1,2.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.2142857142857142,1,0.0,1.0,0.0,0.0,high_consumption,not_fan,1
3290068892.0,yes,no,1,1,0,0,0,0,1.0,2.0,3.0,4.0,5.0,6.0,very favorably,somewhat favorably,somewhat favorably,neither favorably nor unfavorably (neutral),somewhat favorably,neither favorably nor unfavorably (neutral),very unfavorably,neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),somewhat favorably,very favorably,somewhat unfavorably,neither favorably nor unfavorably (neutral),somewhat favorably,i don't understand this question,no,,no,female,> 60,"$50,000 - $99,999",graduate degree,mountain,2,1,2.0,1.0,1.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,2.0,-1.0,0.0,1.0,0.42857142857142855,1,0.0,0.0,,0.0,low_consumption,not_fan,1
3290068765.0,yes,yes,1,1,1,1,1,1,6.0,4.0,5.0,2.0,1.0,3.0,very favorably,somewhat favorably,very favorably,somewhat favorably,somewhat favorably,very unfavorably,somewhat favorably,neither favorably nor unfavorably (neutral),somewhat favorably,neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),very favorably,somewhat favorably,greedo,yes,no,yes,male,45-60,"$100,000 - $149,999",some college or associate degree,south atlantic,6,1,2.0,1.0,2.0,1.0,1.0,-2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.7142857142857143,1,1.0,1.0,0.0,1.0,high_consumption,fan,1
3290063543.0,yes,no,0,0,0,1,1,1,4.0,6.0,5.0,3.0,2.0,1.0,very favorably,very favorably,very favorably,very favorably,somewhat favorably,somewhat favorably,neither favorably nor unfavorably (neutral),very favorably,neither favorably nor unfavorably (neutral),very favorably,very favorably,somewhat favorably,somewhat favorably,,i don't understand this question,no,,no,female,> 60,"$100,000 - $149,999",some college or associate degree,south atlantic,3,1,2.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,,1.3846153846153846,1,0.0,0.0,,0.0,medium_consumption,not_fan,1
3290062936.0,yes,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,1,,,,,no_movies_seen,unknown,0
3290061815.0,yes,yes,1,1,1,1,1,1,4.0,5.0,6.0,1.0,2.0,3.0,very favorably,very favorably,very favorably,somewhat favorably,very favorably,very unfavorably,very favorably,somewhat favorably,very unfavorably,somewhat favorably,very unfavorably,very unfavorably,very favorably,very favorably,han,no,,yes,male,> 60,"$50,000 - $99,999",graduate degree,pacific,6,1,2.0,2.0,2.0,1.0,2.0,-2.0,2.0,1.0,-2.0,1.0,-2.0,-2.0,2.0,2.0,0.6428571428571429,1,1.0,0.0,,1.0,high_consumption,fan,1
3290058506.0,yes,no,1,1,1,0,1,0,2.0,3.0,4.0,5.0,1.0,6.0,very favorably,very favorably,very favorably,neither favorably nor unfavorably (neutral),very favorably,neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),very favorably,very favorably,neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),very favorably,i don't understand this question,no,,no,female,> 60,"$25,000 - $49,999",some college or associate degree,east north central,4,1,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1,0.0,0.0,,0.0,medium_consumption,not_fan,1
3290058216.0,yes,yes,1,1,1,1,1,1,2.0,3.0,1.0,4.0,5.0,6.0,very favorably,very favorably,very favorably,very favorably,neither favorably nor unfavorably (neutral),unfamiliar (n/a),very favorably,unfamiliar (n/a),neither favorably nor unfavorably (neutral),very favorably,very favorably,very favorably,somewhat favorably,very favorably,i don't understand this question,no,,no,female,30-44,"$50,000 - $99,999",high school degree,south atlantic,6,1,2.0,2.0,2.0,2.0,0.0,,2.0,,0.0,2.0,2.0,2.0,1.0,2.0,1.5833333333333333,1,1.0,0.0,,0.0,high_consumption,fan,1
3290050695.0,no,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,0,0,,,,,,,,,,,,,,,,0,,,,0.0,no_movies_seen,unknown,0
3290049932.0,no,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,no,male,45-60,"$25,000 - $49,999",some college or associate degree,west south central,0,0,,,,,,,,,,,,,,,,0,,,,0.0,no_movies_seen,unknown,1
3290049231.0,yes,no,0,0,0,1,1,1,4.0,5.0,6.0,1.0,2.0,3.0,somewhat favorably,somewhat favorably,somewhat favorably,somewhat favorably,somewhat favorably,unfamiliar (n/a),very unfavorably,unfamiliar (n/a),unfamiliar (n/a),very favorably,very favorably,neither favorably nor unfavorably (neutral),unfamiliar (n/a),very favorably,i don't understand this question,no,,no,male,45-60,"$25,000 - $49,999",graduate degree,new england,3,1,1.0,1.0,1.0,1.0,1.0,,-2.0,,,2.0,2.0,0.0,,2.0,0.9,1,0.0,0.0,,0.0,medium_consumption,not_fan,1
3290048884.0,yes,yes,1,1,1,1,1,1,5.0,4.0,2.0,1.0,3.0,6.0,somewhat favorably,very favorably,somewhat favorably,somewhat favorably,very favorably,very favorably,very favorably,neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),somewhat favorably,somewhat favorably,somewhat unfavorably,somewhat favorably,very favorably,han,yes,no,no,male,45-60,,some college or associate degree,west south central,6,1,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,-1.0,1.0,2.0,1.0714285714285714,1,1.0,1.0,0.0,0.0,high_consumption,fan,1
3290047842.0,yes,yes,1,1,1,1,1,1,6.0,5.0,3.0,4.0,1.0,2.0,very favorably,very favorably,very favorably,very favorably,very favorably,very unfavorably,somewhat favorably,somewhat favorably,very favorably,somewhat favorably,somewhat favorably,very unfavorably,somewhat favorably,very favorably,greedo,no,,yes,male,30-44,"$100,000 - $149,999",bachelor degree,new england,6,1,2.0,2.0,2.0,2.0,2.0,-2.0,1.0,1.0,2.0,1.0,1.0,-2.0,1.0,2.0,1.0714285714285714,1,1.0,0.0,,1.0,high_consumption,fan,1
3290047689.0,no,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,no,female,> 60,,some college or associate degree,mountain,0,0,,,,,,,,,,,,,,,,0,,,,0.0,no_movies_seen,unknown,1
3290047483.0,yes,yes,1,1,0,0,1,1,2.0,3.0,4.0,5.0,6.0,1.0,very favorably,very favorably,very favorably,very favorably,very favorably,somewhat favorably,somewhat favorably,neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),very favorably,very favorably,somewhat favorably,somewhat favorably,very favorably,greedo,yes,no,yes,male,45-60,"$25,000 - $49,999",some college or associate degree,west north central,4,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.4285714285714286,1,1.0,1.0,0.0,1.0,medium_consumption,fan,1
3290046627.0,yes,yes,1,1,1,1,1,1,6.0,5.0,4.0,3.0,2.0,1.0,very favorably,somewhat favorably,very favorably,somewhat unfavorably,very favorably,somewhat unfavorably,very favorably,somewhat favorably,neither favorably nor unfavorably (neutral),somewhat favorably,very favorably,very unfavorably,somewhat unfavorably,very favorably,han,yes,yes,yes,female,18-29,"$25,000 - $49,999",bachelor degree,west south central,6,1,2.0,1.0,2.0,-1.0,2.0,-1.0,2.0,1.0,0.0,1.0,2.0,-2.0,-1.0,2.0,0.7142857142857143,1,1.0,1.0,1.0,1.0,high_consumption,fan,1
3290042369.0,yes,yes,0,0,0,0,1,1,3.0,4.0,5.0,6.0,1.0,2.0,very favorably,very favorably,very favorably,unfamiliar (n/a),very favorably,unfamiliar (n/a),very favorably,very favorably,very favorably,very favorably,very favorably,very favorably,unfamiliar (n/a),very favorably,i don't understand this question,no,,no,female,> 60,"$100,000 - $149,999",graduate degree,pacific,2,1,2.0,2.0,2.0,,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,1,1.0,0.0,,0.0,low_consumption,fan,1
3290038794.0,yes,yes,1,1,1,0,1,1,3.0,4.0,5.0,6.0,1.0,2.0,very favorably,very favorably,very favorably,very favorably,very favorably,,very unfavorably,somewhat favorably,very unfavorably,very favorably,very favorably,neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),very favorably,han,no,,no,female,45-60,"$150,000+",graduate degree,new england,5,1,2.0,2.0,2.0,2.0,2.0,,-2.0,1.0,-2.0,2.0,2.0,0.0,0.0,2.0,1.0,1,1.0,0.0,,0.0,high_consumption,fan,1
3290034196.0,yes,no,0,1,0,0,0,1,3.0,2.0,4.0,5.0,6.0,1.0,unfamiliar (n/a),unfamiliar (n/a),unfamiliar (n/a),unfamiliar (n/a),unfamiliar (n/a),unfamiliar (n/a),unfamiliar (n/a),unfamiliar (n/a),unfamiliar (n/a),unfamiliar (n/a),unfamiliar (n/a),unfamiliar (n/a),unfamiliar (n/a),unfamiliar (n/a),i don't understand this question,no,,no,female,18-29,,some college or associate degree,west south central,2,1,,,,,,,,,,,,,,,,1,0.0,0.0,,0.0,low_consumption,not_fan,1
3290032864.0,yes,yes,1,0,0,0,1,1,3.0,4.0,5.0,6.0,1.0,2.0,very favorably,somewhat favorably,very favorably,somewhat favorably,somewhat favorably,unfamiliar (n/a),very favorably,neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),somewhat favorably,somewhat favorably,neither favorably nor unfavorably (neutral),unfamiliar (n/a),very favorably,i don't understand this question,no,,no,male,45-60,"$100,000 - $149,999",graduate degree,east north central,3,1,2.0,1.0,2.0,1.0,1.0,,2.0,0.0,0.0,1.0,1.0,0.0,,2.0,1.0833333333333333,1,1.0,0.0,,0.0,medium_consumption,fan,1
3290029531.0,yes,yes,0,0,0,1,1,1,2.0,3.0,4.0,1.0,5.0,6.0,somewhat favorably,very favorably,very favorably,somewhat favorably,very favorably,neither favorably nor unfavorably (neutral),somewhat favorably,somewhat favorably,neither favorably nor unfavorably (neutral),very favorably,very favorably,neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),,i don't understand this question,no,,yes,female,> 60,"$100,000 - $149,999",some college or associate degree,south atlantic,3,1,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,,1.0769230769230769,1,1.0,0.0,,1.0,medium_consumption,fan,1
3290024333.0,yes,yes,1,1,1,1,1,1,4.0,5.0,6.0,1.0,2.0,3.0,very favorably,very favorably,very favorably,very favorably,very favorably,very favorably,very favorably,very favorably,very favorably,very favorably,very favorably,very favorably,very favorably,very favorably,han,yes,yes,yes,male,> 60,"$25,000 - $49,999",some college or associate degree,mountain,6,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1.0,1.0,1.0,1.0,high_consumption,fan,1
3290022302.0,yes,no,0,0,0,1,1,1,4.0,5.0,6.0,1.0,2.0,3.0,somewhat unfavorably,neither favorably nor unfavorably (neutral),very favorably,neither favorably nor unfavorably (neutral),very favorably,neither favorably nor unfavorably (neutral),somewhat favorably,neither favorably nor unfavorably (neutral),somewhat favorably,somewhat favorably,somewhat favorably,neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),somewhat favorably,han,yes,no,no,male,18-29,"$25,000 - $49,999",bachelor degree,pacific,3,1,-1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5714285714285714,1,0.0,1.0,0.0,0.0,medium_consumption,not_fan,1
3290019869.0,yes,no,1,0,0,0,1,1,2.0,4.0,5.0,6.0,1.0,3.0,very favorably,very favorably,very favorably,unfamiliar (n/a),unfamiliar (n/a),unfamiliar (n/a),somewhat unfavorably,unfamiliar (n/a),unfamiliar (n/a),somewhat favorably,somewhat favorably,unfamiliar (n/a),unfamiliar (n/a),somewhat favorably,greedo,no,,no,male,> 60,"$25,000 - $49,999",bachelor degree,west north central,3,1,2.0,2.0,2.0,,,,-1.0,,,1.0,1.0,,,1.0,1.1428571428571428,1,0.0,0.0,,0.0,medium_consumption,not_fan,1
3290019779.0,yes,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,1,,,,,no_movies_seen,unknown,0
3290018381.0,yes,yes,1,1,1,1,1,1,4.0,6.0,5.0,3.0,1.0,2.0,very favorably,very favorably,very favorably,very favorably,very favorably,very unfavorably,very unfavorably,somewhat favorably,somewhat unfavorably,very favorably,very favorably,somewhat unfavorably,very favorably,very favorably,han,no,,yes,female,> 60,"$25,000 - $49,999",graduate degree,east north central,6,1,2.0,2.0,2.0,2.0,2.0,-2.0,-2.0,1.0,-1.0,2.0,2.0,-1.0,2.0,2.0,0.9285714285714286,1,1.0,0.0,,1.0,high_consumption,fan,1
3290017901.0,yes,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,1,,,,,no_movies_seen,unknown,0
3290014606.0,no,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,no,female,> 60,,graduate degree,middle atlantic,0,0,,,,,,,,,,,,,,,,0,,,,0.0,no_movies_seen,unknown,1
3290013239.0,yes,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,1,,,,,no_movies_seen,unknown,0
